QUOTE_CONVERSION;SERVICE_NOTIFICATION;ORDER;CUSTOMER;QUANTITY;DESCRIPTION;QUOTE_COUNT;CUSTOMER_SALES_SHARE;COUNTRY_SALES_SHARE;PRICE_DEV_QU;PRIMARY_PRODUCT_SALES;SEGMENT;CONCERN;KEY_ACCOUNT;COUNTRY;COUNTRY_CLUSTERED
Success;2378;1122;18;26;Other;1;0,012238261;0,24288004;1,090960294;1;Oilseed;1;1;DE;DE
Failure;2379;;147;912;SP;1;0,012525733;0,032064225;0,970467996;0,641519161;Oilseed;0;0;DK;Other
Failure;2380;;261;1;SP;1;0;0,00386407;0,863820209;1;Oilseed;0;0;BG;Other
Failure;2381;;261;1;SP;1;0;0,00386407;0,951525723;0,982139099;Oilseed;0;0;BG;Other
Failure;2382;;261;1;SP;1;0;0,00386407;0,819876368;0,660572049;Oilseed;0;0;BG;Other
Failure;2383;;242;1;SP;5;0,009648153;0,09008607;1,054835617;0,678860146;Oilseed;0;0;PL;PL
Success;2384;;78;1;SP;1;0,003002838;0,24288004;2,181985442;0,374965482;Rendering;0;0;DE;DE
Success;2385;1123;135;1;SP;2;0,015985666;0,149340658;1,371670248;0,723478815;Oilseed;1;0;FR;FR
Success;2386;1124;190;1;SP;1;0,00114539;0,24288004;0,937191935;0,988439306;Oilseed;0;0;DE;DE
Success;2387;1125;140;0;Other;1;0,006890758;0,017650065;0,998036292;1;Oilseed;1;1;AT;Other
Success;2388;1126;58;1;SP;1;0,011657752;0,149340658;0,952277235;0,511231603;Rendering;1;1;FR;FR
Success;2389;1127;96;0;SV;1;0,004160797;0,24288004;1,179695658;1;Rendering;0;0;DE;DE
Success;2390;1128;140;0;SP;1;0,006890758;0,017650065;1,024900145;1;Oilseed;1;1;AT;Other
Success;2391;1129;12;8;SP;1;0,021882417;0,24288004;0,942245618;1;Oilseed;1;1;DE;DE
Failure;2392;;37;1;SP;1;0,007570333;0,09008607;0,997261248;0,754561251;Oilseed;1;1;PL;PL
Success;2393;1130;87;0;Other;1;0,003127749;0,24288004;0,80099515;1;Rendering;0;0;DE;DE
Success;2394;1131;66;0;SP;1;0,007122733;0,009992597;0,609912809;1;Rendering;1;1;NL;Other
Success;2395;1132;251;1;Other;1;0,001167153;0,001167153;1,091752649;1;Oilseed;0;0;IR;Other
Success;2396;1133;126;20;SP;1;0,029408083;0,049273194;0,960930942;1;Oilseed;1;0;HU;Other
Failure;2397;;108;1;Other;1;0,025499469;0,24288004;0,976119968;0,640605118;Oilseed;0;0;DE;DE
Failure;2398;;99;1;SP;1;0,000396993;0,149340658;0,920836848;0,448507596;Rendering;0;0;FR;FR
Success;2399;;135;1;SP;1;0,015985666;0,149340658;1,07607194;0,964153276;Oilseed;1;0;FR;FR
Success;2400;1134;61;1;SP;2;0,01832899;0,021779501;1,003665874;1;Oilseed;1;1;AU;Other
Failure;2401;;2;1;Other;7;0,005747758;0,005747758;0,991251999;0,89990918;Oilseed;1;0;SE;Other
Failure;2402;;16;1;Other;1;0,000114648;0,000114648;1;1;Oilseed;0;0;LB;Other
Success;2403;1135;108;0;Other;1;0,025499469;0,24288004;1;1;Oilseed;0;0;DE;DE
Success;2404;;179;4;Other;1;0,011140294;0,149340658;0,99830291;0,695319462;Rendering;1;1;FR;FR
Failure;2405;;145;1;SP;1;0,023432025;0,031120862;0,484613558;1;Rendering;1;0;US;US
Failure;2406;;176;1;Other;1;0,000221493;0,149340658;1,702642607;0,267519949;Oilseed;0;0;FR;FR
Success;2407;1136;145;0;SP;1;0,023432025;0,031120862;0,981277988;1;Rendering;1;0;US;US
Success;2408;;72;1;SP;1;0,011354609;0,149340658;1,212533585;0,421236762;Rendering;1;1;FR;FR
Failure;2409;;10;1;SP;1;0,002387364;0,09008607;1,077229938;0,242106395;Oilseed;1;1;PL;PL
Failure;2410;;253;1;Other;1;0,000743821;0,01187804;0,952053809;0,971316639;Oilseed;0;0;ES;Other
Success;2411;1137;57;1;SP;1;0,002544135;0,028680262;1,086351195;1;Oilseed;0;0;CH;Other
Success;2412;;9;2;SP;1;0,019405607;0,149340658;1,459646521;0,445973496;Rendering;1;0;FR;FR
Failure;2413;;227;1;SP;1;0,002495184;0,24288004;0,98136098;1;Oilseed;0;0;DE;DE
Success;2414;1138;67;1;SP;1;0,003045604;0,017650065;0,863190475;1;Rendering;0;0;AT;Other
Success;2415;;97;1;Other;1;0,008354832;0,01187804;1,067360777;0,280827722;Oilseed;1;0;ES;Other
Success;2416;1139;227;1;SP;1;0,002495184;0,24288004;1,243250508;0,995555556;Oilseed;0;0;DE;DE
Success;2417;1140;140;0;Other;1;0,006890758;0,017650065;1,166606428;1;Oilseed;1;1;AT;Other
Success;2418;;97;52;Other;1;0,008354832;0,01187804;1,165480287;0,235144331;Oilseed;1;0;ES;Other
Success;2419;1141;73;1;SP;1;0,005132408;0,24288004;0,96699267;1;Rendering;1;1;DE;DE
Failure;2420;;108;20;Other;1;0,025499469;0,24288004;0,880310672;1;Oilseed;0;0;DE;DE
Success;2421;1142;12;12;SP;1;0,021882417;0,24288004;1,16523726;1;Oilseed;1;1;DE;DE
Success;2422;1143;34;0;Other;1;0,032574028;0,037934649;1,107535961;1;Oilseed;0;0;RU;RU
Success;2423;1144;85;0;SV;1;0,002306495;0,24288004;3,564696726;0,373084802;Rendering;0;0;DE;DE
Success;2424;;246;300;Other;1;0,000443862;0,149340658;1,001532511;1;Rendering;1;0;FR;FR
Success;2425;;97;1;SP;1;0,008354832;0,01187804;1,040800615;0,312705844;Oilseed;1;0;ES;Other
Success;2426;1145;95;0;SV;1;0,001553195;0,24288004;1,178479563;0,368302663;Rendering;0;0;DE;DE
Failure;2427;;261;1;SP;2;0;0,00386407;1,094257183;0,303130084;Oilseed;0;0;BG;Other
Success;2428;1146;90;1;SP;1;0,001491092;0,24288004;1,074517696;1;Oilseed;0;0;DE;DE
Success;2429;1147;15;1;SP;1;0,008587915;0,24288004;0,997155713;1;Oilseed;0;0;DE;DE
Failure;2430;;186;204;SP;1;0,038368194;0,09008607;0,954000202;0,751905744;Oilseed;0;0;PL;PL
Success;2431;1148;108;1;SP;1;0,025499469;0,24288004;2,138731898;1;Oilseed;0;0;DE;DE
Failure;2432;;80;1;SP;1;0,004519341;0,09008607;1,303832651;0,78902883;Rendering;1;1;PL;PL
Success;2433;1149;9;0;SP;1;0,019405607;0,149340658;1,070817525;1;Rendering;1;0;FR;FR
Failure;2434;;173;1;Other;1;0,002944408;0,09008607;0,987596587;1;Oilseed;1;1;PL;PL
Failure;2435;;131;1;SP;1;0,008894011;0,149340658;1,166272599;0,374528465;Rendering;1;1;FR;FR
Success;2436;1150;218;1;SP;1;0,003072929;0,003072929;1;1;Oilseed;0;0;BD;Other
Success;2437;1151;135;0;SP;1;0,015985666;0,149340658;2,15214388;0,964153276;Oilseed;1;0;FR;FR
Failure;2438;;131;1;SV;1;0,008894011;0,149340658;0,89504894;0,35228079;Rendering;1;1;FR;FR
Success;2439;1152;12;0;SP;1;0,021882417;0,24288004;1,043436211;0,426045148;Oilseed;1;1;DE;DE
Failure;2440;;181;1;Other;1;0,002201576;0,24288004;0,880735809;0,559380922;Rendering;0;0;DE;DE
Failure;2441;;92;1;SP;1;0,008000777;0,149340658;1;1;Oilseed;1;0;FR;FR
Failure;2442;;186;34;SP;1;0,038368194;0,09008607;0,712807558;0,506172008;Oilseed;0;0;PL;PL
Success;2443;;92;1;SP;1;0,008000777;0,149340658;0,922557361;0,626911315;Oilseed;1;0;FR;FR
Failure;2444;;155;1;Other;1;0,002869865;0,009992597;0,979414047;0,731461313;Rendering;0;0;NL;Other
Success;2445;1153;12;4;SP;1;0,021882417;0,24288004;1,01209581;1;Oilseed;1;1;DE;DE
Success;2446;1154;237;0;SP;1;0,002593418;0,017650065;1,203854888;1;Oilseed;0;0;AT;Other
Success;2447;1155;59;4;EP;1;0,000238076;0,000238076;0,924526309;0,409678969;Oilseed;0;0;NI;Other
Success;2448;1156;102;0;Other;1;0,013634043;0,023240521;0,930374307;1;Rendering;1;1;NO;Other
Failure;2449;;18;26;Other;1;0,012238261;0,24288004;1,001098502;1;Oilseed;1;1;DE;DE
Success;2450;1157;55;0;EP;1;0,000640446;0,021159902;0,702722334;0,642480954;Oilseed;0;0;IT;Other
Failure;2451;;10;1;SP;1;0,002387364;0,09008607;1;1;Oilseed;1;1;PL;PL
Failure;2452;;18;1;Other;1;0,012238261;0,24288004;1,095086321;1;Oilseed;1;1;DE;DE
Success;2453;1158;54;187;Other;2;0;0,24288004;0,914175331;0,815878378;Rendering;1;1;DE;DE
Success;2454;1159;108;1;Other;1;0,025499469;0,24288004;0,995793721;1;Oilseed;0;0;DE;DE
Failure;2455;;261;1;SP;1;0;0,00386407;1,038982819;0,556350626;Oilseed;0;0;BG;Other
Success;2456;1160;87;1;SP;1;0,003127749;0,24288004;0,973229406;1;Rendering;0;0;DE;DE
Failure;2457;;143;96;SP;1;0,000881389;0,000881389;0,995120711;0,600029709;Oilseed;0;0;CL;Other
Failure;2458;;90;1;SP;1;0,001491092;0,24288004;1;1;Oilseed;0;0;DE;DE
Success;2459;1161;126;0;SP;1;0,029408083;0,049273194;0,943063902;0,313183736;Oilseed;1;0;HU;Other
Failure;2460;;186;1;SP;1;0,038368194;0,09008607;0,916993601;0,680522244;Oilseed;0;0;PL;PL
Success;2461;1162;157;1;SP;1;0,004768004;0,014651249;0,900445776;1;Oilseed;0;0;HR;Other
Success;2462;1163;90;0;SP;1;0,001491092;0,24288004;1,045002674;0,721512473;Oilseed;0;0;DE;DE
Failure;2463;;121;1;SP;1;0,013830641;0,24288004;0,972976678;0,998547567;Oilseed;1;0;DE;DE
Success;2464;1164;77;0;SP;1;0,009222167;0,09008607;1,00478206;0,700384123;Rendering;1;1;PL;PL
Failure;2465;;121;1;SP;2;0,013830641;0,24288004;1,670306871;0,274756115;Oilseed;1;0;DE;DE
Failure;2466;;121;1;SP;1;0,013830641;0,24288004;1,017532155;0,503017729;Oilseed;1;0;DE;DE
Failure;2467;;121;1;SP;1;0,013830641;0,24288004;1,015929173;0,597733711;Oilseed;1;0;DE;DE
Success;2468;1165;55;240;EP;1;0,000640446;0,021159902;0,863660141;0,681081081;Oilseed;0;0;IT;Other
Success;2469;1166;186;40;SP;1;0,038368194;0,09008607;1,034636858;0,589893092;Oilseed;0;0;PL;PL
Failure;2470;;87;1;SP;1;0,003127749;0,24288004;1,613500102;0,350340199;Rendering;0;0;DE;DE
Success;2471;;2;1;SP;1;0,005747758;0,005747758;0,99411631;1;Oilseed;1;0;SE;Other
Success;2472;;181;1;Other;1;0,002201576;0,24288004;0,947781517;0,367529552;Rendering;0;0;DE;DE
Success;2473;1167;73;1;SP;1;0,005132408;0,24288004;1,074107364;1;Rendering;1;1;DE;DE
Failure;2474;;87;2;Other;1;0,003127749;0,24288004;0,955199835;0,568561873;Rendering;0;0;DE;DE
Success;2475;1168;126;0;SP;1;0,029408083;0,049273194;1,017644425;1;Oilseed;1;0;HU;Other
Success;2476;1169;198;1;SP;1;0,005930747;0,016697353;0,901329408;0,340636141;Oilseed;0;0;KZ;Other
Success;2477;1170;82;0;SP;1;0,000847688;0,149340658;1,042463124;1;Rendering;1;1;FR;FR
Success;2478;1171;9;0;SP;1;0,019405607;0,149340658;1,080072995;1;Rendering;1;0;FR;FR
Success;2479;1172;9;1;Other;2;0,019405607;0,149340658;1,227730125;0,682083928;Rendering;1;0;FR;FR
Success;2480;1173;9;1;Other;2;0,019405607;0,149340658;0,95953097;0,783459669;Rendering;1;0;FR;FR
Success;2481;1174;9;1;SP;2;0,019405607;0,149340658;0,993123308;0,751811482;Rendering;1;0;FR;FR
Failure;2482;;87;1;SV;2;0,003127749;0,24288004;1,709721603;0,393043295;Rendering;0;0;DE;DE
Success;2483;1175;74;0;SP;1;0,006753649;0,09008607;0,950349005;0,416381991;Rendering;1;1;PL;PL
Failure;2484;;121;1;SP;1;0,013830641;0,24288004;1,257042845;0,289697533;Oilseed;1;0;DE;DE
Failure;2485;;186;1;SP;1;0,038368194;0,09008607;0,940049653;0,997791105;Oilseed;0;0;PL;PL
Failure;2486;;121;1;SP;1;0,013830641;0,24288004;0,426402307;1;Oilseed;1;0;DE;DE
Success;2487;;3;2;SP;1;0,012672497;0,24288004;1,12266205;1;Oilseed;1;1;DE;DE
Success;2488;1176;43;6;SP;2;0,013369167;0,24288004;1,030640512;0,788813195;Rendering;1;1;DE;DE
Failure;2489;;198;1;SP;1;0,005930747;0,016697353;0,756379678;1;Oilseed;0;0;KZ;Other
Failure;2490;;227;1;SP;1;0,002495184;0,24288004;1;1;Oilseed;0;0;DE;DE
Success;2491;1177;108;1;Other;1;0,025499469;0,24288004;0,977566828;1;Oilseed;0;0;DE;DE
Success;2492;1178;9;0;SP;1;0,019405607;0,149340658;0,946290903;0,423728814;Rendering;1;0;FR;FR
Success;2493;;97;1;SV;1;0,008354832;0,01187804;0,963577746;1;Oilseed;1;0;ES;Other
Success;2494;1179;262;1;SP;1;0,001214356;0,049273194;0,959139832;0,99837631;Oilseed;0;0;HU;Other
Success;2495;;75;92;SP;1;0,005203563;0,023240521;1,0328931;0,778272484;Rendering;1;1;NO;Other
Success;2496;1180;252;1;SP;1;0,002955835;0,037934649;1,041509095;0,508301028;Oilseed;0;0;RU;RU
Failure;2497;;186;4;SP;1;0,038368194;0,09008607;1,008161393;0,267676167;Oilseed;0;0;PL;PL
Success;2498;1181;145;1;SP;2;0,023432025;0,031120862;1,022758164;0,472741633;Rendering;1;0;US;US
Success;2499;1182;161;4;SP;1;0,007531651;0,013483314;0,898163713;0,648041685;Oilseed;1;1;UA;Other
Failure;2500;;157;1;SP;1;0,004768004;0,014651249;0,92459148;1;Oilseed;0;0;HR;Other
Success;2501;1183;96;60;SV;1;0,004160797;0,24288004;1,179695658;1;Rendering;0;0;DE;DE
Success;2502;1184;12;0;SP;1;0,021882417;0,24288004;1,055642457;1;Oilseed;1;1;DE;DE
Success;2503;1185;117;2;Other;1;0,017039775;0,028680262;0,992702855;1;Rendering;0;0;CH;Other
Success;2504;1186;21;0;SP;2;0,0089365;0,014710869;0,954984626;1;Oilseed;1;1;TR;Other
Success;2505;1187;253;0;Other;1;0,000743821;0,01187804;0,537239151;1;Oilseed;0;0;ES;Other
Success;2506;1188;97;0;SV;1;0,008354832;0,01187804;0,973808806;1;Oilseed;1;0;ES;Other
Failure;2507;;199;1;SP;1;0,000632783;0,00386407;0,945080909;0,794498925;Oilseed;0;0;BG;Other
Failure;2508;;199;1;SP;1;0,000632783;0,00386407;0,933406588;0,680522642;Oilseed;0;0;BG;Other
Failure;2509;;240;1;Other;1;0,002596645;0,010104625;0,897098979;0,385138994;Oilseed;0;0;MX;Other
Failure;2510;;199;1;SP;1;0,000632783;0,00386407;0,963020382;1;Oilseed;0;0;BG;Other
Failure;2511;;186;1;SP;1;0,038368194;0,09008607;0,90114785;0,680522723;Oilseed;0;0;PL;PL
Success;2512;1189;199;10;SP;1;0,000632783;0,00386407;1,062415089;0,557867766;Oilseed;0;0;BG;Other
Success;2513;1190;83;1;SP;1;0,001451012;0,005698601;0,969450758;0,573023034;Oilseed;0;0;XS;Other
Success;2514;1191;3;4;SP;1;0,012672497;0,24288004;1,07023032;1;Oilseed;1;1;DE;DE
Failure;2515;1192;236;1;SP;1;0;0,031120862;1;1;Oilseed;1;0;US;US
Failure;2516;;34;1;Other;1;0,032574028;0,037934649;1,000232347;1;Oilseed;0;0;RU;RU
Failure;2517;;10;1;SP;1;0,002387364;0,09008607;1,005738007;1;Oilseed;1;1;PL;PL
Failure;2518;;6;2;SP;1;0,015086146;0,018512827;1,017510584;0,934514168;Oilseed;1;0;AE;Other
Failure;2519;;6;2;SP;1;0,015086146;0,018512827;0,794626746;0,989399293;Oilseed;1;0;AE;Other
Failure;2520;;9;1;SP;1;0,019405607;0,149340658;0,967128512;1;Rendering;1;0;FR;FR
Success;2521;1193;126;0;SP;1;0,029408083;0,049273194;1,244527923;1;Oilseed;1;0;HU;Other
Failure;2522;;85;1;SV;1;0,002306495;0,24288004;1,09818801;0,713231022;Rendering;0;0;DE;DE
Success;2523;1194;18;0;Other;1;0,012238261;0,24288004;1,144606405;1;Oilseed;1;1;DE;DE
Success;2524;1195;73;28;SP;1;0,005132408;0,24288004;0,939850323;0,536946782;Rendering;1;1;DE;DE
Failure;2525;;90;5;SP;1;0,001491092;0,24288004;0,920843777;0,962483829;Oilseed;0;0;DE;DE
Success;2526;1196;19;54;SP;1;0,016754912;0,049273194;1,066177837;0,293218174;Oilseed;1;1;HU;Other
Success;2527;1197;102;0;Other;1;0,013634043;0,023240521;2,122844971;0,347928705;Rendering;1;1;NO;Other
Failure;2528;;6;1;SP;1;0,015086146;0,018512827;1,657600942;1;Oilseed;1;0;AE;Other
Failure;2529;;3;2;SP;1;0,012672497;0,24288004;0,877902071;0,433108758;Oilseed;1;1;DE;DE
Success;2530;;96;1;SV;1;0,004160797;0,24288004;1,063635057;0,53;Rendering;0;0;DE;DE
Success;2531;;97;1;SV;1;0,008354832;0,01187804;0,809259344;0,992751131;Oilseed;1;0;ES;Other
Success;2532;1198;5;1;SP;1;0,009883245;0,014651249;0,958924734;0,405953979;Rendering;0;0;HR;Other
Failure;2533;;186;1;Other;1;0,038368194;0,09008607;0,976102936;0,958387728;Oilseed;0;0;PL;PL
Success;2534;1199;237;30;SP;1;0,002593418;0,017650065;0,959117682;0,532467532;Oilseed;0;0;AT;Other
Success;2535;1200;75;1;SP;1;0,005203563;0,023240521;0,890973918;0,760029168;Rendering;1;1;NO;Other
Success;2536;;179;6;Other;1;0,011140294;0,149340658;1,018404714;1;Rendering;1;1;FR;FR
Failure;2537;;96;1;SV;1;0,004160797;0,24288004;1;1;Rendering;0;0;DE;DE
Success;2538;1201;153;0;SP;1;0,008503882;0,021159902;1,046196606;0,977990503;Oilseed;0;0;IT;Other
Success;2539;1202;22;1;Other;1;0,002630304;0,00528089;0,931193108;1;Oilseed;0;0;IE;Other
Success;2540;1203;102;0;Other;1;0,013634043;0,023240521;1,061422485;0,347928705;Rendering;1;1;NO;Other
Success;2541;1204;34;0;SP;1;0,032574028;0,037934649;1,023672858;0,654774397;Oilseed;0;0;RU;RU
Success;2542;1205;37;4;SP;1;0,007570333;0,09008607;0,928509984;1;Oilseed;1;1;PL;PL
Failure;2543;;131;1;SV;1;0,008894011;0,149340658;1;1;Rendering;1;1;FR;FR
Failure;2544;;263;1;Other;1;0;0,021779501;0,504751871;1;Oilseed;0;0;AU;Other
Failure;2545;;263;52;Other;1;0;0,021779501;0,927650451;0,273119709;Oilseed;0;0;AU;Other
Failure;2546;;216;1;SP;1;0,002011846;0,002185249;1;1;Oilseed;1;0;CA;Other
Failure;2547;;263;1;Other;1;0;0,021779501;0,243344226;1;Oilseed;0;0;AU;Other
Success;2548;;3;125;SP;1;0,012672497;0,24288004;1,016554494;1;Oilseed;1;1;DE;DE
Success;2549;;91;270;SP;1;0,003701147;0,09008607;1,012610655;0,93748626;Rendering;0;0;PL;PL
Success;2550;1206;5;1;Other;2;0,009883245;0,014651249;1;1;Rendering;0;0;HR;Other
Success;2551;1207;186;4;SP;1;0,038368194;0,09008607;0,773384072;0,743919425;Oilseed;0;0;PL;PL
Success;2552;;102;1;Other;1;0,013634043;0,023240521;1,418287837;0,606962551;Rendering;1;1;NO;Other
Success;2553;1208;92;0;SP;1;0,008000777;0,149340658;0,93745236;1;Oilseed;1;0;FR;FR
Success;2554;1209;71;2;SP;1;0,023541794;0,149340658;1,452019295;1;Rendering;1;1;FR;FR
Failure;2555;;103;1;SP;1;0,001786465;0,00794596;0,997309223;0,451361386;Rendering;1;1;BE;Other
Failure;2556;;103;184;SP;1;0,001786465;0,00794596;1,033641362;0,423817863;Rendering;1;1;BE;Other
Failure;2557;;103;1;SP;1;0,001786465;0,00794596;0,978933792;0,455116473;Rendering;1;1;BE;Other
Success;2558;1210;12;0;SP;1;0,021882417;0,24288004;0,554503032;1;Oilseed;1;1;DE;DE
Failure;2559;;126;1;Other;1;0,029408083;0,049273194;0,967691171;0,742857143;Oilseed;1;0;HU;Other
Success;2560;1211;12;0;SP;1;0,021882417;0,24288004;1,159687062;0,405072734;Oilseed;1;1;DE;DE
Success;2561;;72;200;SP;1;0,011354609;0,149340658;0,937699733;0,553388263;Rendering;1;1;FR;FR
Success;2562;1212;76;1;SP;1;0,003556921;0,24288004;0,858066589;0,408816603;Rendering;1;1;DE;DE
Success;2563;1213;133;52;SP;1;0,008735329;0,008735329;0,995249741;0,761544966;Oilseed;0;0;FI;Other
Success;2564;;72;92;SP;1;0,011354609;0,149340658;1,043926382;0,455511172;Rendering;1;1;FR;FR
Success;2565;;26;1;SP;1;0,002074379;0,149340658;1,92682671;0,71967444;Oilseed;1;0;FR;FR
Failure;2566;;61;1;SP;1;0,01832899;0,021779501;0,953401405;0,554091742;Oilseed;1;1;AU;Other
Failure;2567;;224;1;SP;1;0,021103834;0,149340658;0,989871126;1;Rendering;1;1;FR;FR
Failure;2568;;94;1;SP;1;0,003576347;0,24288004;0,95823141;1;Rendering;0;0;DE;DE
Failure;2569;;94;1;SP;1;0,003576347;0,24288004;1;1;Rendering;0;0;DE;DE
Success;2570;1214;54;2;Other;1;0,015902771;0,24288004;0,98996441;0,69209622;Rendering;1;1;DE;DE
Failure;2571;;170;1;SP;1;0,007558703;0,016697353;0,882802268;0,512816462;Oilseed;0;0;KZ;Other
Failure;2572;;76;1;SP;1;0,003556921;0,24288004;1,078374846;0,645889387;Rendering;1;1;DE;DE
Success;2573;1215;264;3;Other;1;4,61E-05;0,24288004;1,237267278;1;Rendering;0;0;DE;DE
Failure;2574;;63;1;SP;1;0,002007503;0,017650065;1,082146561;1;Rendering;0;0;AT;Other
Success;2575;1216;73;2;SP;1;0,005132408;0,24288004;0,932575422;0,754276325;Rendering;1;1;DE;DE
Failure;2576;;246;300;Other;1;0,000443862;0,149340658;1,025135576;0,617647059;Rendering;1;0;FR;FR
Success;2577;1217;195;42;SP;1;0,000595611;0,021779501;0,854475837;0,326337124;Oilseed;0;0;AU;Other
Failure;2578;;37;1;SP;1;0,007570333;0,09008607;0,929147641;1;Oilseed;1;1;PL;PL
Success;2579;;9;1;SP;1;0,019405607;0,149340658;0,998566656;0,998376626;Rendering;1;0;FR;FR
Failure;2580;;28;1;Other;1;0,007770044;0,24288004;0,202759722;1;Oilseed;1;0;DE;DE
Success;2581;1218;198;1;SP;1;0,005930747;0,016697353;0,884061302;0,699569998;Oilseed;0;0;KZ;Other
Failure;2582;;188;6;SP;1;7,46E-05;0,037934649;1,152960575;0,555316754;Oilseed;1;1;RU;RU
Success;2583;1219;34;6;SP;1;0,032574028;0,037934649;1,202053576;0,525748439;Oilseed;0;0;RU;RU
Success;2584;1220;173;1;Other;1;0,002944408;0,09008607;1,142322894;1;Oilseed;1;1;PL;PL
Success;2585;;5;2;Other;1;0,009883245;0,014651249;0,99227244;1;Rendering;0;0;HR;Other
Success;2586;1221;61;1;SP;1;0,01832899;0,021779501;0,883378773;1;Oilseed;1;1;AU;Other
Success;2587;1222;61;2;SP;1;0,01832899;0,021779501;0,728114436;0,91059789;Oilseed;1;1;AU;Other
Success;2588;1223;77;1;SP;1;0,009222167;0,09008607;0,948057636;0,418643267;Rendering;1;1;PL;PL
Failure;2589;;9;1;Other;1;0,019405607;0,149340658;0,871181406;0,529663974;Rendering;1;0;FR;FR
Failure;2590;;131;1;SV;1;0,008894011;0,149340658;1,120539572;0,342622202;Rendering;1;1;FR;FR
Failure;2591;;240;1;Other;1;0,002596645;0,010104625;0,827172899;0,552733618;Oilseed;0;0;MX;Other
Success;2592;1224;50;1;SV;2;0,00282042;0,24288004;0,935226768;1;Rendering;1;1;DE;DE
Success;2593;1225;119;2;SP;1;0,011196156;0,011196156;0,845144892;0,540157779;Oilseed;0;0;LT;Other
Success;2594;;12;4;Other;1;0,021882417;0,24288004;1,048128477;0,928922495;Oilseed;1;1;DE;DE
Failure;2595;;92;1;SP;1;0,008000777;0,149340658;1,059436898;1;Oilseed;1;0;FR;FR
Failure;2596;;265;1;SP;1;2,72E-05;0,015798616;1,006552923;0,346980842;Rendering;0;0;CZ;Other
Success;2597;1226;15;4;Other;2;0,008587915;0,24288004;0,963894353;1;Oilseed;0;0;DE;DE
Failure;2598;;54;1;Other;1;0,015902771;0,24288004;1,439810324;1;Rendering;1;1;DE;DE
Success;2599;1227;126;0;SP;1;0,029408083;0,049273194;1,009501732;0,391115273;Oilseed;1;0;HU;Other
Success;2600;1228;126;0;SP;1;0,029408083;0,049273194;0,942998233;0,502390892;Oilseed;1;0;HU;Other
Failure;2601;;186;1;Other;1;0,038368194;0,09008607;0,873346116;1;Oilseed;0;0;PL;PL
Success;2602;1229;34;1;Other;2;0,032574028;0,037934649;1,00327241;1;Oilseed;0;0;RU;RU
Success;2603;;10;1;SP;1;0,002387364;0,09008607;1,052448576;1;Oilseed;1;1;PL;PL
Success;2604;1230;19;1;SP;1;0,016754912;0,049273194;1,083045756;0,31084424;Oilseed;1;1;HU;Other
Failure;2605;;136;1;Other;1;0,001072395;0,149340658;0,969304492;0,420121066;Oilseed;1;0;FR;FR
Success;2606;1231;9;0;SP;1;0,019405607;0,149340658;0,917292955;0,35190375;Rendering;1;0;FR;FR
Success;2607;1232;126;0;SP;1;0,029408083;0,049273194;0,969635274;0,91383812;Oilseed;1;0;HU;Other
Failure;2608;;256;1;SP;1;0;0,031120862;0,67565268;1;Oilseed;0;0;US;US
Success;2609;;54;90;Other;1;0,015902771;0,24288004;0,920141576;0,654462243;Rendering;1;1;DE;DE
Success;2610;1233;84;1;SP;1;0,00774271;0,015798616;1,071292871;0,309896549;Oilseed;1;1;CZ;Other
Success;2611;;228;200;Other;1;0,000592009;0,01187804;1,050085052;0,693930748;Oilseed;1;0;ES;Other
Success;2612;1234;15;2;SP;1;0,008587915;0,24288004;0,928031227;0,89010989;Oilseed;0;0;DE;DE
Failure;2613;;28;1;Other;1;0,007770044;0,24288004;1;1;Oilseed;1;0;DE;DE
Success;2614;;253;600;Other;1;0,000743821;0,01187804;0,906908384;1;Oilseed;0;0;ES;Other
Success;2615;1235;84;6;SP;1;0,00774271;0,015798616;1,080521338;0,823481117;Oilseed;1;1;CZ;Other
Success;2616;1236;15;4;Other;1;0,008587915;0,24288004;0,877768484;1;Oilseed;0;0;DE;DE
Success;2617;1237;92;0;SP;1;0,008000777;0,149340658;1,006489307;0,90045393;Oilseed;1;0;FR;FR
Failure;2618;;224;1;SP;1;0,021103834;0,149340658;0,966148102;0,99837792;Rendering;1;1;FR;FR
Success;2619;1238;94;2;SP;1;0,003576347;0,24288004;1,041589726;0,75818542;Rendering;0;0;DE;DE
Success;2620;1239;186;1;SP;1;0,038368194;0,09008607;0,964352939;0,99826646;Oilseed;0;0;PL;PL
Success;2621;1240;79;0;SP;1;0,006330976;0,149340658;0,738974739;1;Rendering;1;1;FR;FR
Success;2622;1241;92;1;SP;1;0,008000777;0,149340658;1,079027554;1;Oilseed;1;0;FR;FR
Success;2623;1242;79;0;SP;1;0,006330976;0,149340658;0,945272208;1;Rendering;1;1;FR;FR
Success;2624;;58;1;SP;1;0,011657752;0,149340658;1,002576375;0,507870526;Rendering;1;1;FR;FR
Success;2625;1243;90;0;SP;1;0,001491092;0,24288004;0,869913151;0,574052813;Oilseed;0;0;DE;DE
Success;2626;;75;4;SP;1;0,005203563;0,023240521;0,951973815;1;Rendering;1;1;NO;Other
Success;2627;1244;54;1;Other;1;0,015902771;0,24288004;0,965245316;1;Rendering;1;1;DE;DE
Success;2628;;45;5;Other;1;0,002788157;0,00794596;0,977409262;0,91475018;Oilseed;0;0;BE;Other
